+5.0000000e+002 -6.4510217e+000 +1.8149060e+000
+5.0332660e+002 -5.9405389e+000 -1.2365457e+001
+5.0667535e+002 -5.5236797e+000 -2.0091734e+001
+5.1004639e+002 -5.9826159e+000 +9.9233932e+000
+5.1343982e+002 -7.0818410e+000 +2.5307484e+001
+5.1685583e+002 -7.6832170e+000 -1.8280752e+001
+5.2029462e+002 -5.9922123e+000 -1.0868461e+000
+5.2375623e+002 -5.8129816e+000 -1.7377081e+001
+5.2724091e+002 -7.4398899e+000 +4.8516951e+000
+5.3074878e+002 -8.0397215e+000 +1.2860787e+001
+5.3427997e+002 -6.0346980e+000 -1.2442154e+000
+5.3783466e+002 -4.8491883e+000 -1.0399129e+001
+5.4141296e+002 -6.9106150e+000 +3.2877930e+001
+5.4501514e+002 -5.5779061e+000 -3.5502849e+000
+5.4864124e+002 -2.6281469e+000 +4.9514928e+000
+5.5229144e+002 -2.7749932e+000 -3.1368830e+000
+5.5596594e+002 -5.9165492e+000 +1.3417969e+001
+5.5966492e+002 -5.5517459e+000 -8.5003738e+000
+5.6338849e+002 -9.0298109e+000 -1.2685019e+001
+5.6713684e+002 -7.1118689e+000 +4.6518788e+000
+5.7091016e+002 -6.7322745e+000 +1.2776514e+000
+5.7470850e+002 -7.1544414e+000 -3.8378665e-001
+5.7853217e+002 -7.0172610e+000 -1.6401651e+001
+5.8238129e+002 -5.9694233e+000 -2.3019774e+000
+5.8625598e+002 -7.1896453e+000 +3.2365487e+000
+5.9015649e+002 -7.1383572e+000 -5.5567985e+000
+5.9408295e+002 -7.1359673e+000 -5.7224464e+000
+5.9803552e+002 -7.1193814e+000 -1.4368737e+000
+6.0201434e+002 -7.6633439e+000 -7.3357797e+000
+6.0601971e+002 -6.7650580e+000 -1.0160213e+001
+6.1005170e+002 -6.7399426e+000 -1.0239004e-001
+6.1411047e+002 -6.9512868e+000 -4.0510473e+000
+6.1819629e+002 -7.0209274e+000 -4.2088718e+000
+6.2230927e+002 -6.9934549e+000 -1.9396493e+000
+6.2644965e+002 -6.7658262e+000 -1.5894320e+000
+6.3061755e+002 -7.1829767e+000 -2.4512246e+000
+6.3481317e+002 -5.7596393e+000 -6.2785621e+000
+6.3903674e+002 -7.1178842e+000 +7.3173708e-001
+6.4328839e+002 -6.9053102e+000 -4.2515602e+000
+6.4756836e+002 -6.8073745e+000 -3.1335380e+000
+6.5187677e+002 -7.0447555e+000 +3.0748544e+000
+6.5621387e+002 -6.9998302e+000 -9.2566385e+000
+6.6057977e+002 -4.7020783e+000 -4.2517362e+000
+6.6497473e+002 -6.3272161e+000 +1.2377631e+001
+6.6939899e+002 -6.7305193e+000 -4.7577057e+000
+6.7385266e+002 -7.2464209e+000 -7.5138335e+000
+6.7833594e+002 -6.4266262e+000 -5.2821226e+000
+6.8284906e+002 -5.9741082e+000 +4.4486263e-001
+6.8739221e+002 -6.6961112e+000 -8.0775177e-001
+6.9196558e+002 -6.7892690e+000 -3.7816823e+000
+6.9656940e+002 -6.7431397e+000 -7.4657226e+000
+7.0120380e+002 -7.0495543e+000 -1.0014732e+001
+7.0586908e+002 -6.8793764e+000 -4.3279681e+000
+7.1056537e+002 -7.3877153e+000 -9.6348029e-001
+7.1529291e+002 -7.1887078e+000 -4.1804433e+000
+7.2005194e+002 -9.6871061e+000 -7.9264793e+000
+7.2484259e+002 -5.2421875e+000 -6.3409362e+000
+7.2966510e+002 -7.5937819e+000 +3.9267681e+000
+7.3451971e+002 -7.8417797e+000 -2.0245178e+000
+7.3940668e+002 -5.2160902e+000 +7.3141460e+000
+7.4432611e+002 -8.0522366e+000 -1.5377192e+001
+7.4927826e+002 -6.8443098e+000 -3.0287335e+000
+7.5426337e+002 -8.6778326e+000 -2.1199658e+000
+7.5928168e+002 -7.7129507e+000 -9.3974838e+000
+7.6433331e+002 -6.6038733e+000 -5.5006757e+000
+7.6941858e+002 -6.3409886e+000 -1.9503405e+000
+7.7453772e+002 -6.7458038e+000 -7.3980012e+000
+7.7969086e+002 -6.8229575e+000 -4.1636777e+000
+7.8487836e+002 -6.6073632e+000 -3.8648498e-001
+7.9010028e+002 -6.6756139e+000 -6.7730465e+000
+7.9535699e+002 -7.5748253e+000 -5.1707397e+000
+8.0064868e+002 -6.6426764e+000 -5.9537597e+000
+8.0597559e+002 -6.9702358e+000 -1.5928683e-001
+8.1133795e+002 -7.3653030e+000 -5.0835748e+000
+8.1673596e+002 -7.2241855e+000 -5.2748156e+000
+8.2216986e+002 -6.6708865e+000 -4.3079205e+000
+8.2763995e+002 -7.8031621e+000 -2.3502555e+000
+8.3314642e+002 -6.6915421e+000 -2.3174341e+000
+8.3868951e+002 -6.5382953e+000 -7.7956157e+000
+8.4426953e+002 -7.6281490e+000 -5.9876018e+000
+8.4988660e+002 -7.0461211e+000 -4.7865043e+000
+8.5554108e+002 -7.6648235e+000 -6.5938253e+000
+8.6123322e+002 -7.1880312e+000 -1.0688435e+001
+8.6696320e+002 -8.0109863e+000 -1.2386038e+001
+8.7273126e+002 -8.1406527e+000 -4.1479406e+000
+8.7853778e+002 -6.9495258e+000 -3.9983964e+000
+8.8438287e+002 -7.3587413e+000 +1.0601659e+000
+8.9026685e+002 -7.8607697e+000 +3.7649460e+000
+8.9619000e+002 -7.1396651e+000 -6.0680332e+000
+9.0215253e+002 -7.2294798e+000 -1.0166783e+001
+9.0815479e+002 -7.8871694e+000 -9.5253220e+000
+9.1419690e+002 -7.1956820e+000 -3.3786395e+000
+9.2027930e+002 -7.6903300e+000 +6.0301375e-001
+9.2640210e+002 -6.8514056e+000 -6.3501816e+000
+9.3256567e+002 -6.7450328e+000 -8.9759558e-001
+9.3877020e+002 -7.0132694e+000 -6.1578536e+000
+9.4501605e+002 -7.1417441e+000 -1.4014722e+001
+9.5130347e+002 -7.2764120e+000 -2.0523651e+000
+9.5763269e+002 -6.8320112e+000 -7.4631338e+000
+9.6400403e+002 -6.6370978e+000 -6.7785916e+000
+9.7041779e+002 -6.4466777e+000 -1.1794600e+001
+9.7687415e+002 -6.9272895e+000 -6.2397542e+000
+9.8337354e+002 -7.0518126e+000 -5.6181288e+000
+9.8991614e+002 -6.9909334e+000 -1.6444000e+001
+9.9650226e+002 -7.3297124e+000 -6.3071518e+000
+1.0031322e+003 -7.4592814e+000 -8.1704550e+000
+1.0098063e+003 -6.6002979e+000 -2.2158279e+000
+1.0165247e+003 -7.0056100e+000 -4.8750629e+000
+1.0232879e+003 -6.1192131e+000 -2.3625860e+000
+1.0300961e+003 -6.3275490e+000 -1.0577565e+001
+1.0369495e+003 -6.8230281e+000 -4.6589537e+000
+1.0438485e+003 -6.0313501e+000 -1.4041962e+001
+1.0507936e+003 -6.4206715e+000 -5.6063724e+000
+1.0577847e+003 -6.9893289e+000 -7.3025475e+000
+1.0648224e+003 -8.0664921e+000 -1.0582268e+001
+1.0719069e+003 -6.9656401e+000 -1.0219435e+001
+1.0790385e+003 -7.2574196e+000 -6.0792046e+000
+1.0862175e+003 -6.0426726e+000 -3.8310547e+000
+1.0934445e+003 -6.5578771e+000 -4.5564914e+000
+1.1007194e+003 -5.9095988e+000 -3.5881376e+000
+1.1080427e+003 -5.9505243e+000 -9.6808462e+000
+1.1154147e+003 -6.3817129e+000 -1.8357740e+001
+1.1228358e+003 -8.4276409e+000 -7.7327976e+000
+1.1303063e+003 -6.2377467e+000 +3.0435210e-001
+1.1378265e+003 -7.0570726e+000 -1.3387985e+000
+1.1453967e+003 -6.5092139e+000 -9.7040329e+000
+1.1530172e+003 -6.8273349e+000 -4.4475160e+000
+1.1606886e+003 -6.6336279e+000 -1.1842134e+001
+1.1684109e+003 -7.2487860e+000 -1.1444243e+001
+1.1761846e+003 -7.0428615e+000 -6.9423599e+000
+1.1840100e+003 -5.5392194e+000 -1.2848872e+000
+1.1918875e+003 -7.2648935e+000 -1.3009434e+001
+1.1998174e+003 -7.2962141e+000 -6.1653078e-001
+1.2078000e+003 -6.8713989e+000 -3.9935315e+000
+1.2158357e+003 -6.6874328e+000 +7.7425741e-002
+1.2239249e+003 -7.3503714e+000 -1.0533485e+001
+1.2320680e+003 -6.7267022e+000 -9.0353804e+000
+1.2402653e+003 -6.9555249e+000 -6.3400784e+000
+1.2485170e+003 -7.5156021e+000 -6.7668080e+000
+1.2568236e+003 -7.9315701e+000 -1.4308338e+001
